web-scraper-order,web-scraper-start-url,main_article,main_article-href,nombre_piece,nombre_salle_de_bain,superficie(m2),adresse
"1740009814-4610","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouest-foire-4207478","3","2","","Ouest Foire, Dakar, Sénégal"
"1740009817-4611","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelle-4207479","4","2","","Mamelles, Dakar, Sénégal"
"1740009819-4612","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-dakar-plateau-4172334","5","5","12","Dakar Plateau, Dakar, Sénégal"
"1740009821-4613","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-2-pieces-liberte-6-4207811","2","2","72 m2","Sicap Liberté, Dakar, Sénégal"
"1740009824-4614","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-almadies-2-4207916","3","2","75","Almadies 2, Dakar, Sénégal"
"1740009826-4615","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-residence-cristal-4173271","4","4","","Dakar Plateau, Dakar, Sénégal"
"1740009829-4616","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-zac-mbao-cite-sonatel-4173642","3","3","","Sicap Liberté, Dakar, Sénégal"
"1740009831-4617","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-dakar-plateau-4174458","5","5","12","Dakar Plateau, Dakar, Sénégal"
"1740009834-4618","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-dakar-plateau-4174450","4","4","12","Dakar Plateau, Dakar, Sénégal"
"1740009836-4619","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-cite-keur-gorgui-4174629","4","4","170 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009839-4620","https://sn.coinafrique.com/categorie/appartements?page=065","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-yoff-virage-4174639","5","5","225 m2","Yoff, Dakar, Sénégal"
"1740009846-4621","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-fann-residence-4174648","4","4","200 m2","Dakar, Sénégal"
"1740009848-4622","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-des-magistrats-4209989","3","2","1 m2","Sipres, Dakar, Sénégal"
"1740009851-4623","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-zac-mbao-4175416","3","2","150 m2","Rufisque, Sénégal"
"1740009853-4624","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-zac-mbao-4175424","2","1","","Rufisque, Sénégal"
"1740009856-4625","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ouakam-4210633","3","1","80","Ouakam, Dakar, Sénégal"
"1740009858-4626","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-virage-4175844","4","4","150 m2","Dakar, Sénégal"
"1740009861-4627","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-villa-duplex-meuble-point-e-4176076","6","5","250 m2","Point E, Dakar, Sénégal"
"1740009863-4628","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-fann-residence-4176080","4","250","","Fann, Dakar, Sénégal"
"1740009865-4629","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-point-e-4176081","2","2","","Point E, Dakar, Sénégal"
"1740009868-4630","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-ngor-4174355","3","2","","Ngor, Dakar, Sénégal"
"1740009870-4631","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4176879","4","4","12","Dakar Plateau, Dakar, Sénégal"
"1740009873-4632","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-dakar-plateau-4176882","5","5","12","Dakar Plateau, Dakar, Sénégal"
"1740009875-4633","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-medina-4173903","2","1","55","Medina, Dakar, Sénégal"
"1740009877-4634","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ngor-4213513","4","3","","Ngor, Dakar, Sénégal"
"1740009880-4635","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-03-pieces-sicap-liberte-4215246","3","2","100","Sicap Liberté, Dakar, Sénégal"
"1740009882-4636","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-amitie-2-4178683","3","2","","Point E, Dakar, Sénégal"
"1740009885-4637","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-4176608","3","3","80","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009887-4638","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-sacre-cur-1-4176941","4","4","","Sacré-Coeur, Dakar, Sénégal"
"1740009890-4639","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-4180189","4","3","12","Sicap Liberté, Dakar, Sénégal"
"1740009892-4640","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-dakar-plateau-4180199","2","1","12","Dakar Plateau, Dakar, Sénégal"
"1740009894-4641","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-dakar-plateau-4180207","5","5","12","Dakar Plateau, Dakar, Sénégal"
"1740009897-4642","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-ngor-almadie-4215701","2","1","130 m2","Ngor, Dakar, Sénégal"
"1740009899-4643","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-point-e-4180566","4","4","200 m2","Point E, Dakar, Sénégal"
"1740009902-4644","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-4181675","4","3","12","Sicap Liberté, Dakar, Sénégal"
"1740009904-4645","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-zac-mbao-4217037","3","2","150","Dakar, Sénégal"
"1740009907-4646","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sipres-4218023","3","2","1 m2","Sipres, Dakar, Sénégal"
"1740009909-4647","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mbao-4218110","4","2","150","Mbao, Dakar, Sénégal"
"1740009911-4648","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-almadies-4179921","4","3","200","Almadies, Dakar, Sénégal"
"1740009914-4649","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-keur-massar-4219404","3","2","","Keur Massar, Sénégal"
"1740009916-4650","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-sacre-coeur-3-4219413","4","3","180","Sacré-Coeur, Dakar, Sénégal"
"1740009919-4651","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mariste-4180439","4","2","","Mariste, Dakar, Sénégal"
"1740009921-4652","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-virage-4219738","4","187","","Yoff, Dakar, Sénégal"
"1740009923-4653","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-sicap-liberte-4220182","3","1","100","Sicap Liberté, Dakar, Sénégal"
"1740009926-4654","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ngor-4221121","4","3","","Ngor, Dakar, Sénégal"
"1740009928-4655","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-mermoz-sacre-coeur-4185697","3","3","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009931-4656","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-5-pieces-point-e-4185703","5","5","12","Point E, Dakar, Sénégal"
"1740009933-4657","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-4185710","4","3","12","Sicap Liberté, Dakar, Sénégal"
"1740009935-4658","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4221497","4","3","200","Dakar Plateau, Dakar, Sénégal"
"1740009938-4659","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-virage-4186234","5","5","200 m2","Yoff, Dakar, Sénégal"
"1740009940-4660","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-fann-4184347","3","3","156","Fann, Dakar, Sénégal"
"1740009943-4661","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-keur-massar-4222306","4","3","150 m2","Dakar, Sénégal"
"1740009945-4662","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-zac-mbao-4187080","4","3","","Rufisque, Sénégal"
"1740009947-4663","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-virage-yoff-4187105","4","3","123","Yoff, Dakar, Sénégal"
"1740009950-4664","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-batrain-4187130","4","3","150","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740009952-4665","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sicap-liberte-4187267","4","3","12","Sicap Liberté, Dakar, Sénégal"
"1740009955-4666","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-4188301","4","3","12","Sicap Liberté, Dakar, Sénégal"
"1740009957-4667","https://sn.coinafrique.com/categorie/appartements?page=064","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-23-pieces-parcelles-assainies-4224952","23","12","150","Parcelle Assainies, Dakar, Sénégal"
