web-scraper-order,web-scraper-start-url,main_article,main_article-href,nombre_piece,nombre_salle_de_bain,superficie(m2),adresse
"1740018244-8010","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f2-ngor-4830281","4","1","80","Ngor, Dakar, Sénégal"
"1740018246-8011","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-studio-a-camberene-4792980","2","2","100 m2","Parcelle Assainies, Dakar, Sénégal"
"1740018249-8012","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-4831369","4","3","200","Ouakam, Dakar, Sénégal"
"1740018251-8013","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-damel-4831903","2","2","80","Damel, Dakar, Sénégal"
"1740018253-8014","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mbao-4832077","4","2","","Mbao, Dakar, Sénégal"
"1740018256-8015","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-saly-4807870","3","3","","Saly, Sénégal"
"1740018258-8016","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-saly-4788639","3","3","","Saly, Sénégal"
"1740018261-8017","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-dalifort-4833368","1","1","","Mariste, Dakar, Sénégal"
"1740018263-8018","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-sacre-cur-3-4788141","4","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018265-8019","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mariste-4791705","4","3","180","Mariste, Dakar, Sénégal"
"1740018268-8020","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-point-e-4790319","4","4","197 m2","Sicap foire, Dakar, Sénégal"
"1740018270-8021","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-saly-4819190","3","3","","Saly, Sénégal"
"1740018273-8022","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-au-point-e-4790377","","","","Point E, Dakar, Sénégal"
"1740018275-8023","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-almadies-4834140","2","1","","Almadies, Dakar, Sénégal"
"1740018277-8024","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-zac-mbao-axa-4834147","3","2","150","Dakar, Sénégal"
"1740018280-8025","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-4834193","4","3","","Almadies, Dakar, Sénégal"
"1740018282-8026","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mamelles-4792081","3","2","145","Mamelles, Dakar, Sénégal"
"1740018285-8027","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-f4-sicap-karak-4834407","4","3","200 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018287-8028","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mamelles-4795625","4","4","150","Mamelles, Dakar, Sénégal"
"1740018289-8029","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-mamelles-4834542","2","2","","Mamelles, Dakar, Sénégal"
"1740018292-8030","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-cite-biagui-4792503","4","3","137","Yoff, Dakar, Sénégal"
"1740018294-8031","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-sacre-coeur-4834670","4","2","100 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018297-8032","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-4834901","4","","","Almadies, Dakar, Sénégal"
"1740018299-8033","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-studio-sicap-foire-4835558","2","2","","Sicap foire, Dakar, Sénégal"
"1740018301-8034","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-ngor-4835912","5","","","Ngor, Dakar, Sénégal"
"1740018304-8035","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-medina-blaise-diagne-4790965","3","3","","Medina, Dakar, Sénégal"
"1740018306-8036","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-studio-medina-blaise-diagne-4790978","2","2","","Medina, Dakar, Sénégal"
"1740018309-8037","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-cur-4836991","4","3","150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018311-8038","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sicap-liberte-4837842","3","2","","Sicap Liberté, Dakar, Sénégal"
"1740018313-8039","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-fann-4795260","4","4","12","Fann, Dakar, Sénégal"
"1740018316-8040","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-fann-4838087","4","3","245","Fann, Dakar, Sénégal"
"1740018318-8041","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mbao-4838229","4","1","150","Mbao, Dakar, Sénégal"
"1740018321-8042","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-almadie-4838290","2","2","","Almadies, Dakar, Sénégal"
"1740018323-8043","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-6-pieces-mamelles-4838964","6","4","200","Mamelles, Dakar, Sénégal"
"1740018326-8044","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouest-foire-4838970","3","2","","Ouest Foire, Dakar, Sénégal"
"1740018328-8045","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouakam-4839483","3","2","120 m2","Ouakam, Dakar, Sénégal"
"1740018331-8046","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4839674","3","3","200 m2","Ouest Foire, Dakar, Sénégal"
"1740018333-8047","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-virage-4794376","4","4","177","Almadies, Dakar, Sénégal"
"1740018335-8048","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-02-pieces-ouest-foire-4794125","2","2","75","Ouest Foire, Dakar, Sénégal"
"1740018338-8049","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-aux-almadies-4795740","3","3","130 m2","Almadies, Dakar, Sénégal"
"1740018340-8050","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-yoff-4841878","3","2","","Yoff, Dakar, Sénégal"
"1740018343-8051","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouest-foire-4842084","4","4","150","Ouest Foire, Dakar, Sénégal"
"1740018345-8052","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mermoz-batrain-4797927","3","2","130","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018348-8053","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sacre-cur-3-4842586","3","2","130 m2","Dakar, Sénégal"
"1740018350-8054","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-virage-4798814","5","5","216","Yoff, Dakar, Sénégal"
"1740018352-8055","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-04-pieces-ouakam-4796536","4","4","150","Ouakam, Dakar, Sénégal"
"1740018355-8056","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-vue-mer-almadie-4843231","3","2","110 m2","Almadies, Dakar, Sénégal"
"1740018357-8057","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-ouest-foire-4844264","4","3","119","Ouest Foire, Dakar, Sénégal"
"1740018360-8058","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-4845238","1","1","70 m2","Grand Yoff, Dakar, Sénégal"
"1740018362-8059","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mermoz-sacre-coeur-4845483","4","3","200","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018364-8060","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-studio-1-pieces-dakar-4845535","1","2","","Dakar, Sénégal"
"1740018367-8061","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-4801194","4","4","12","Sicap Liberté, Dakar, Sénégal"
"1740018369-8062","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-apix-4847327","3","2","150 m2","Dakar, Sénégal"
"1740018372-8063","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-keur-massar-4847369","4","3","","Keur Massar, Sénégal"
"1740018374-8064","https://sn.coinafrique.com/categorie/appartements?page=024","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-batrain-mermoz-4802727","4","2","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018380-8065","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mariste-4847862","4","3","160","Mariste, Dakar, Sénégal"
"1740018382-8066","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-4799826","5","5","300","Almadies, Dakar, Sénégal"
"1740018385-8067","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-dakar-plateau-4803250","4","4","12","Dakar Plateau, Dakar, Sénégal"
"1740018387-8068","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-5-pieces-almadies-4848313","4","4","200","Almadies, Dakar, Sénégal"
"1740018390-8069","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-damel-4803686","3","2","150","Damel, Dakar, Sénégal"
"1740018392-8070","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ouest-foire-4848772","3","3","80","Ouest Foire, Dakar, Sénégal"
"1740018395-8071","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-meuble-3-pieces-cite-mourtada-2-4848785","3","3","80","Ouest Foire, Dakar, Sénégal"
"1740018397-8072","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-sacre-coeur-4849088","2","2","1","Sacré-Coeur, Dakar, Sénégal"
"1740018399-8073","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sacre-coeur-4849104","3","3","1","Sacré-Coeur, Dakar, Sénégal"
"1740018402-8074","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-cite-biagui-4804147","5","3","138","Yoff, Dakar, Sénégal"
"1740018404-8075","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-mamelles-4849427","3","2","","Almadies 2, Dakar, Sénégal"
"1740018407-8076","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-2-pieces-damel-4849658","2","1","150","Damel, Dakar, Sénégal"
"1740018409-8077","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-3-pieces-damel-4849687","3","1","150","Damel, Dakar, Sénégal"
"1740018411-8078","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mermoz-sacre-coeur-4850006","4","3","200","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018414-8079","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-studio-2-pieces-ngaparou-4850522","2","50","","Ngaparou, Sénégal"
"1740018416-8080","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-sacre-cur-4850730","3","3","150","Sacré-Coeur, Dakar, Sénégal"
"1740018419-8081","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-point-e-4851237","3","3","200","Point E, Dakar, Sénégal"
"1740018421-8082","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-residence-kalia-zone-de-captage-4804561","4","120","","Dieuppeul-Derklé, Dakar, Sénégal"
"1740018423-8083","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-4852526","4","3","","Almadies, Dakar, Sénégal"
"1740018426-8084","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-4804621","3","3","120 m2","Almadies, Dakar, Sénégal"
"1740018428-8085","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-studio-meuble-senegal-4853058","2","2","200 m2","Patte d'oie, Dakar, Sénégal"
"1740018431-8086","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4807686","4","4","12","Dakar Plateau, Dakar, Sénégal"
"1740018433-8087","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4807847","3","3","","Mamelles, Dakar, Sénégal"
"1740018435-8088","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4807897","4","3","2","Mamelles, Dakar, Sénégal"
"1740018438-8089","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4807948","4","3","","Almadies, Dakar, Sénégal"
"1740018440-8090","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-4807960","4","","","Ngor, Dakar, Sénégal"
"1740018443-8091","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-4808151","4","4","12","Sicap Liberté, Dakar, Sénégal"
"1740018445-8092","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-cite-keur-gorgui-4853968","4","4","","Sicap Liberté, Dakar, Sénégal"
"1740018447-8093","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-liberte-6-4853972","4","4","","Sicap Liberté, Dakar, Sénégal"
"1740018450-8094","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-a-ouakam-4853978","1","1","80 m2","Ouakam, Dakar, Sénégal"
"1740018452-8095","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-duplex-6-pieces-mamelles-4854852","5","4","200","Mamelles, Dakar, Sénégal"
"1740018455-8096","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartenant-f4-a-keur-massar-4855350","4","3","","Keur Massar, Sénégal"
"1740018457-8097","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-keur-massar-4806673","3","2","","Dakar, Sénégal"
"1740018460-8098","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4855376","4","3","110 m2","Mamelles, Dakar, Sénégal"
"1740018462-8099","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-studio-keur-massar-4806687","2","1","","Dakar, Sénégal"
"1740018464-8100","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mamelles-4855673","5","4","200","Mamelles, Dakar, Sénégal"
"1740018467-8101","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-biagui-4811228","4","3","138","Yoff, Dakar, Sénégal"
"1740018469-8102","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-grand-mbao-cite-baye-niass-4857505","3","2","150","Dakar, Sénégal"
"1740018471-8103","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-03-pieces-mermoz-sacre-coeur-4807414","3","3","101","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018474-8104","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-medina-poste-medina-4808722","3","2","","Medina, Dakar, Sénégal"
"1740018476-8105","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-ouest-foire-4857869","4","4","119","Ouest Foire, Dakar, Sénégal"
"1740018479-8106","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-dakar-plateau-4809042","3","2","","Dakar Plateau, Dakar, Sénégal"
"1740018481-8107","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-sacre-cur-3-4809059","4","4","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018484-8108","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-yoff-4858268","4","5","210","Yoff, Dakar, Sénégal"
"1740018486-8109","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-4813225","5","5","352","Almadies, Dakar, Sénégal"
"1740018488-8110","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-point-e-4816608","4","4","180 m2","Point E, Dakar, Sénégal"
"1740018491-8111","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-sacre-coeur-4813494","4","4","12","Sacré-Coeur, Dakar, Sénégal"
"1740018493-8112","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-meuble-4-pieces-point-e-4809791","4","3","207","Point E, Dakar, Sénégal"
"1740018496-8113","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mermoz-sacre-coeur-4859175","3","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018498-8114","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-studio-ouakam-4859322","2","1","100 m2","Ouakam, Dakar, Sénégal"
"1740018500-8115","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-point-e-4859548","4","3","","Point E, Dakar, Sénégal"
"1740018503-8116","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border7mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4814551","4","3","150","Mamelles, Dakar, Sénégal"
"1740018505-8117","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4815073","4","4","12","Point E, Dakar, Sénégal"
"1740018508-8118","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4860492","4","3","","Mamelles, Dakar, Sénégal"
"1740018510-8119","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-aux-almadie-4860850","3","3","180 m2","Almadies, Dakar, Sénégal"
"1740018512-8120","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-keur-massar-4860998","4","4","150","Keur Massar, Sénégal"
"1740018515-8121","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-meuble-sacre-coeur-1-4816353","2","2","70","Sacré-Coeur, Dakar, Sénégal"
"1740018517-8122","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-4812129","4","2","160","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018520-8123","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-mermoz-sacre-coeur-4816666","2","1","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018522-8124","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-4816675","3","3","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018524-8125","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-colobane-4862023","3","3","","Dakar, Sénégal"
"1740018527-8126","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-almadies-2-4816826","4","2","79","Almadies 2, Dakar, Sénégal"
"1740018529-8127","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-fann-4813570","2","1","65","Fann, Dakar, Sénégal"
"1740018532-8128","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-meublee-2-pieces-diamalaye-4862826","2","2","120","Diamalaye 2, Dakar, Sénégal"
"1740018534-8129","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-sacre-coeur-4862840","3","3","150","Sacré-Coeur, Dakar, Sénégal"
"1740018537-8130","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-mermoz-sacre-coeur-4863613","2","2","100","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740018539-8131","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-kinshasa-4863747","5","2","","Ouakam, Dakar, Sénégal"
"1740018541-8132","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-au-mamelle-4815726","3","2","98 m2","Mamelles, Dakar, Sénégal"
"1740018544-8133","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-02-pieces-fann-4814575","2","1","70","Fann, Dakar, Sénégal"
"1740018546-8134","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-residence-cosmos-mamelles-4822262","2","1","45","Mamelles, Dakar, Sénégal"
"1740018549-8135","https://sn.coinafrique.com/categorie/appartements?page=023","favorite_border6mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-f4-residence-aloe-4822325","4","5","","Almadies, Dakar, Sénégal"
